Animal ID,Found Location,Intake Type,Intake Condition,Animal Type_Intake,Sex upon Intake,Age upon Intake,Breed_Intake,Color_Intake,Sex upon Outcome,Age upon Outcome,binary_outcome,DateTime_Intake_month,DateTime_Intake_year,DateTime_Outcome_month,DateTime_Outcome_year,Date of Birth_month,Date of Birth_year,Day_in_shelter,Reproduction_ability,health_Situation
A807798,Travis,Stray,Normal,Cat,Intact Male,76.0,Domestic Shorthair,Mix color,Neutered Male,108.0,Alive,10,2019,12,2019,8,2019,32.0,No,Healthy
A756242,Austin,Stray,Normal,Cat,Intact Male,61.0,Domestic Shorthair Mix,Tabby,Neutered Male,66.0,Alive,8,2017,8,2017,6,2017,5.0,No,Healthy
A645971,Austin,Public Assist,Normal,Dog,Neutered Male,2484.0,Pit Bull Mix,Mix color,Neutered Male,2599.0,Alive,11,2017,2,2018,1,2011,115.0,No,Healthy
A759220,Outside Jurisdiction,Stray,Normal,Dog,Intact Male,72.0,Labrador Retriever Mix,Black,Neutered Male,76.0,Alive,9,2017,10,2017,7,2017,4.0,No,Healthy
A672295,Austin,Stray,Normal,Cat,Intact Male,2192.0,Other,Tabby,Intact Male,2193.0,Alive,2,2014,2,2014,2,2008,1.0,Yes,Healthy
A740413,Austin,Stray,Normal,Dog,Intact Male,1725.0,Labrador Retriever Mix,Mix color,Intact Male,1728.0,Alive,12,2016,12,2016,3,2012,3.0,Yes,Healthy
A677785,Austin,Stray,Normal,Dog,Intact Female,2191.0,Chihuahua Shorthair Mix,Mix color,Spayed Female,2262.0,Alive,4,2014,7,2014,4,2008,71.0,No,Healthy
A810161,Austin,Owner Surrender,Normal,Dog,Spayed Female,65.0,Other,Mix color,Spayed Female,65.0,Alive,12,2019,12,2019,10,2019,0.0,No,Healthy
A764907,Austin,Owner Surrender,Normal,Cat,Spayed Female,3573.5499999999965,Domestic Medium Hair Mix,Mix color,Spayed Female,3575.6999999999966,Alive,1,2018,1,2018,1,2000,2.150000000000091,No,Healthy
A683303,Austin,Stray,Sick,Cat,Intact Male,38.0,Other,Black,Intact Male,38.0,Death,7,2014,7,2014,6,2014,0.0,Yes,Unhealthy
A755746,Austin,Stray,Normal,Dog,Spayed Female,731.0,Labrador Retriever Mix,Mix color,Spayed Female,739.0,Alive,8,2017,8,2017,8,2015,8.0,No,Healthy
A762465,Austin,Owner Surrender,Normal,Cat,Spayed Female,1096.0,Siamese Mix,Point,Spayed Female,1104.0,Alive,11,2017,11,2017,11,2014,8.0,No,Healthy
A794749,Travis,Stray,Normal,Dog,Intact Female,342.0,Other,Mix color,Intact Female,343.0,Alive,5,2019,5,2019,6,2018,1.0,Yes,Healthy
A776047,Austin,Public Assist,Normal,Dog,Intact Female,730.0,Pit Bull Mix,Black,Spayed Female,1104.0,Alive,7,2018,7,2019,7,2016,374.0,No,Healthy
A805253,Austin,Owner Surrender,Normal,Cat,Intact Female,123.0,Domestic Shorthair,Mix color,Spayed Female,232.0,Alive,9,2019,1,2020,5,2019,109.0,No,Healthy
A779999,Austin,Stray,Normal,Dog,Intact Male,365.0,Other,Mix color,Intact Male,445.0,Alive,9,2018,11,2018,9,2017,80.0,Yes,Healthy
A732905,Austin,Stray,Normal,Dog,Intact Female,366.0,Other,Mix color,Spayed Female,371.0,Alive,8,2016,8,2016,8,2015,5.0,No,Healthy
A697378,Austin,Stray,Normal,Dog,Intact Female,35.0,Chihuahua Shorthair Mix,Tricolor,Spayed Female,59.0,Alive,2,2015,3,2015,1,2015,24.0,No,Healthy
A673508,Austin,Owner Surrender,Normal,Dog,Intact Female,457.0,Labrador Retriever Mix,Mix color,Spayed Female,468.0,Alive,2,2014,3,2014,11,2012,11.0,No,Healthy
A712586,Austin,Stray,Nursing,Cat,Intact Male,16.0,Domestic Shorthair Mix,Mix color,Neutered Male,120.0,Alive,9,2015,1,2016,9,2015,104.0,No,Healthy
A751541,Austin,Stray,Normal,Cat,Intact Male,55.0,Domestic Medium Hair Mix,Black,Neutered Male,64.0,Alive,6,2017,6,2017,4,2017,9.0,No,Healthy
A712424,Austin,Stray,Normal,Cat,Unknown,123.0,Domestic Shorthair Mix,Mix color,Unknown,124.0,Alive,9,2015,9,2015,5,2015,1.0,Unknown,Healthy
A753998,Austin,Owner Surrender,Normal,Cat,Neutered Male,815.0,Domestic Shorthair Mix,Black,Neutered Male,819.0,Alive,7,2017,7,2017,4,2015,4.0,No,Healthy
A809335,Austin,Stray,Normal,Dog,Intact Male,92.0,Labrador Retriever Mix,Yellow,Neutered Male,96.0,Alive,11,2019,11,2019,8,2019,4.0,No,Healthy
A712089,Austin,Stray,Normal,Dog,Neutered Male,1826.0,Other,Brown,Neutered Male,1830.0,Alive,9,2015,9,2015,9,2010,4.0,No,Healthy
A696814,Austin,Stray,Normal,Dog,Intact Female,77.0,Other,Other,Spayed Female,81.0,Alive,2,2015,2,2015,11,2014,4.0,No,Healthy
A703430,Austin,Stray,Normal,Cat,Unknown,730.0,Domestic Shorthair Mix,Tabby,Unknown,731.0,Alive,5,2015,5,2015,5,2013,1.0,Unknown,Healthy
A792481,Austin,Stray,Normal,Dog,Intact Male,365.0,German Shepherd Mix,Cream,Neutered Male,373.0,Alive,4,2019,4,2019,4,2018,8.0,No,Healthy
A716474,Austin,Wildlife,Sick,Other,Unknown,730.0,Bat Mix,Brown,Unknown,734.0,Death,11,2015,11,2015,11,2013,4.0,Unknown,Unhealthy
A721760,Austin,Owner Surrender,Normal,Cat,Neutered Male,2922.0,Other,Tabby,Neutered Male,2935.0,Alive,3,2016,3,2016,3,2008,13.0,No,Healthy
A804188,Manor,Owner Surrender,Normal,Dog,Intact Male,363.0,Other,Mix color,Neutered Male,371.0,Alive,9,2019,9,2019,9,2018,8.0,No,Healthy
A721540,Austin,Stray,Normal,Cat,Intact Female,1826.0,Domestic Shorthair Mix,Mix color,Spayed Female,1868.0,Alive,2,2016,4,2016,3,2011,42.0,No,Healthy
A759271,Austin,Stray,Normal,Dog,Intact Female,37.0,Other,Mix color,Spayed Female,120.0,Alive,9,2017,12,2017,8,2017,83.0,No,Healthy
A803492,Austin,Owner Surrender,Normal,Dog,Spayed Female,194.0,Other,Black,Spayed Female,199.0,Alive,9,2019,9,2019,3,2019,5.0,No,Healthy
A721324,Austin,Owner Surrender,Normal,Dog,Intact Female,730.0,German Shepherd Mix,Mix color,Spayed Female,737.0,Alive,2,2016,3,2016,2,2014,7.0,No,Healthy
A683596,Travis,Stray,Injured,Cat,Spayed Female,72.0,Other,Tabby,Spayed Female,231.0,Alive,12,2014,7,2014,5,2014,159.0,No,Unhealthy
A693368,Austin,Stray,Normal,Dog,Spayed Female,2740.0,Other,Mix color,Spayed Female,2741.0,Alive,12,2014,12,2014,6,2007,1.0,No,Healthy
A808170,Austin,Stray,Normal,Dog,Intact Male,214.0,Other,Mix color,Neutered Male,218.0,Alive,11,2019,11,2019,4,2019,4.0,No,Healthy
A732517,Ridge,Stray,Normal,Dog,Intact Male,37.0,Other,Mix color,Neutered Male,69.0,Alive,8,2016,9,2016,7,2016,32.0,No,Healthy
A724049,Austin,Stray,Normal,Cat,Intact Female,22.0,Domestic Shorthair Mix,Black,Intact Female,86.0,Alive,4,2016,6,2016,3,2016,64.0,Yes,Healthy
A685351,Austin,Stray,Normal,Dog,Intact Male,2191.0,Other,Red,Intact Male,2193.0,Alive,8,2014,8,2014,8,2008,2.0,Yes,Healthy
A727139,Travis,Stray,Normal,Dog,Intact Male,2556.0,Other,Mix color,Intact Male,2557.0,Alive,5,2016,5,2016,5,2009,1.0,Yes,Healthy
A691291,Austin,Stray,Normal,Dog,Intact Female,68.0,Other,Mix color,Spayed Female,70.0,Alive,11,2014,11,2014,8,2014,2.0,No,Healthy
A681490,Travis,Owner Surrender,Normal,Dog,Intact Female,730.0,Other,Tricolor,Spayed Female,739.0,Alive,6,2014,6,2014,6,2012,9.0,No,Healthy
A707553,Austin,Stray,Normal,Cat,Intact Male,106.0,Domestic Shorthair Mix,Mix color,Neutered Male,113.0,Alive,7,2015,7,2015,3,2015,7.0,No,Healthy
A787288,Austin,Stray,Normal,Dog,Intact Male,730.0,German Shepherd Mix,Mix color,Neutered Male,736.0,Alive,1,2019,1,2019,1,2017,6.0,No,Healthy
A735691,Austin,Stray,Normal,Dog,Neutered Male,1461.0,Other,Mix color,Neutered Male,1462.0,Alive,9,2016,9,2016,9,2012,1.0,No,Healthy
A690422,Austin,Owner Surrender,Normal,Cat,Intact Female,76.0,Siamese Mix,Point,Intact Female,77.0,Alive,10,2014,10,2014,8,2014,1.0,Yes,Healthy
A675421,Austin,Owner Surrender,Normal,Cat,Intact Female,55.0,Domestic Shorthair Mix,Tabby,Intact Female,56.0,Alive,3,2014,3,2014,1,2014,1.0,Yes,Healthy
A737726,Austin,Owner Surrender,Normal,Dog,Spayed Female,376.0,Other,Mix color,Spayed Female,382.0,Alive,11,2016,11,2016,11,2015,6.0,No,Healthy
A705977,Austin,Stray,Normal,Cat,Intact Male,24.0,Domestic Shorthair Mix,Black,Neutered Male,61.0,Alive,6,2015,7,2015,5,2015,37.0,No,Healthy
A675787,Travis,Stray,Normal,Dog,Intact Female,730.0,Other,White,Spayed Female,777.0,Alive,4,2014,5,2014,4,2012,47.0,No,Healthy
A702168,Austin,Stray,Normal,Dog,Intact Male,1826.0,Other,Mix color,Neutered Male,1827.0,Alive,5,2015,5,2015,5,2010,1.0,No,Healthy
A684535,Austin,Stray,Normal,Dog,Intact Male,91.0,Other,Mix color,Neutered Male,95.0,Alive,7,2014,7,2014,4,2014,4.0,No,Healthy
A695179,Austin,Owner Surrender,Normal,Dog,Intact Female,2922.0,Other,Mix color,Intact Female,2937.0,Alive,1,2015,1,2015,1,2007,15.0,Yes,Healthy
A664907,Austin,Stray,Injured,Cat,Intact Male,1826.0,Other,Point,Neutered Male,1846.0,Alive,10,2013,10,2013,10,2008,20.0,No,Unhealthy
A715478,Travis,Stray,Normal,Dog,Intact Male,73.0,Other,Mix color,Neutered Male,77.0,Alive,11,2015,11,2015,8,2015,4.0,No,Healthy
A707697,Austin,Stray,Normal,Cat,Unknown,365.0,Domestic Medium Hair Mix,Tabby,Unknown,366.0,Alive,7,2015,7,2015,7,2014,1.0,Unknown,Healthy
A664960,Travis,Stray,Normal,Dog,Intact Female,304.0,Pit Bull Mix,Mix color,Intact Female,304.0,Alive,10,2013,10,2013,12,2012,0.0,Yes,Healthy
A694696,Austin,Stray,Normal,Dog,Intact Male,730.0,German Shepherd Mix,Mix color,Neutered Male,734.0,Alive,1,2015,1,2015,1,2013,4.0,No,Healthy
A805274,Austin,Stray,Normal,Dog,Intact Male,62.0,Other,Mix color,Intact Male,76.0,Alive,9,2019,10,2019,7,2019,14.0,Yes,Healthy
A668105,Austin,Stray,Injured,Bird,Intact Male,365.0,Other,Mix color,Intact Male,369.0,Death,11,2013,12,2013,11,2012,4.0,Yes,Unhealthy
A734944,Austin,Stray,Normal,Dog,Neutered Male,3573.5499999999965,Chihuahua Shorthair Mix,Tricolor,Neutered Male,3575.6999999999966,Alive,9,2016,10,2016,9,2006,2.150000000000091,No,Healthy
A728533,Austin,Stray,Normal,Dog,Intact Male,366.0,Other,Mix color,Neutered Male,415.0,Alive,6,2016,7,2016,6,2015,49.0,No,Healthy
A678349,Austin,Stray,Normal,Dog,Intact Female,730.0,Other,Mix color,Spayed Female,735.0,Alive,5,2014,5,2014,5,2012,5.0,No,Healthy
A805250,Austin,Owner Surrender,Normal,Cat,Intact Female,2191.0,Domestic Shorthair,Mix color,Intact Female,2192.0,Alive,9,2019,9,2019,9,2013,1.0,Yes,Healthy
A750766,Austin,Owner Surrender,Normal,Cat,Intact Male,37.0,Domestic Shorthair Mix,Mix color,Neutered Male,68.0,Alive,5,2017,7,2017,4,2017,31.0,No,Healthy
A791945,Austin,Public Assist,Normal,Dog,Neutered Male,731.0,Other,Brown,Neutered Male,739.0,Alive,4,2019,4,2019,4,2017,8.0,No,Healthy
A774312,Austin,Stray,Normal,Cat,Intact Female,365.0,Domestic Shorthair Mix,Mix color,Spayed Female,405.0,Alive,6,2018,7,2018,6,2017,40.0,No,Healthy
A812427,Austin,Owner Surrender,Injured,Cat,Intact Female,730.0,Domestic Shorthair,Mix color,Spayed Female,740.0,Alive,1,2020,2,2020,1,2018,10.0,No,Unhealthy
A741599,Austin,Stray,Normal,Dog,Intact Male,731.0,Other,Brown,Neutered Male,750.0,Alive,1,2017,1,2017,1,2015,19.0,No,Healthy
A720072,Austin,Public Assist,Normal,Dog,Spayed Female,1814.0,Other,Brindle,Spayed Female,1820.0,Alive,2,2016,2,2016,2,2011,6.0,No,Healthy
A802466,Austin,Owner Surrender,Normal,Dog,Intact Male,273.0,Other,Mix color,Intact Male,276.0,Alive,8,2019,8,2019,11,2018,3.0,Yes,Healthy
A757367,Outside Jurisdiction,Public Assist,Normal,Dog,Intact Female,731.0,German Shepherd Mix,Other,Intact Female,752.0,Alive,9,2017,9,2017,9,2015,21.0,Yes,Healthy
A786816,Austin,Stray,Normal,Dog,Neutered Male,730.0,Other,Mix color,Neutered Male,735.0,Alive,1,2019,1,2019,1,2017,5.0,No,Healthy
A717111,Austin,Stray,Normal,Dog,Intact Female,365.0,Pit Bull Mix,White,Spayed Female,391.0,Alive,12,2015,12,2015,12,2014,26.0,No,Healthy
A801567,Austin,Public Assist,Normal,Other,Unknown,365.0,Other,Brown,Unknown,368.0,Death,8,2019,8,2019,8,2018,3.0,Unknown,Healthy
A725287,Austin,Stray,Injured,Cat,Intact Male,1096.0,Domestic Shorthair Mix,Tabby,Intact Male,1103.0,Death,4,2016,5,2016,4,2013,7.0,Yes,Unhealthy
A736677,Austin,Owner Surrender,Normal,Cat,Intact Female,32.0,Domestic Shorthair Mix,Black,Spayed Female,102.0,Alive,10,2016,12,2016,9,2016,70.0,No,Healthy
A782299,Travis,Stray,Nursing,Dog,Intact Male,0.0,German Shepherd Mix,Mix color,Neutered Male,62.0,Alive,10,2018,12,2018,10,2018,62.0,No,Healthy
A768862,Travis,Stray,Normal,Cat,Unknown,1.0,Domestic Shorthair Mix,Mix color,Unknown,1.0,Alive,3,2018,3,2018,3,2018,0.0,Unknown,Healthy
A683187,Austin,Stray,Nursing,Cat,Intact Female,15.0,Domestic Shorthair Mix,Mix color,Intact Female,24.0,Alive,7,2014,7,2014,6,2014,9.0,Yes,Healthy
A708038,Pflugerville,Owner Surrender,Normal,Dog,Neutered Male,488.0,Other,Mix color,Neutered Male,498.0,Alive,7,2015,8,2015,3,2014,10.0,No,Healthy
A721222,Austin,Owner Surrender,Normal,Cat,Spayed Female,1095.0,Domestic Shorthair Mix,Tabby,Spayed Female,1104.0,Alive,2,2016,3,2016,2,2013,9.0,No,Healthy
A672269,Austin,Stray,Normal,Dog,Intact Female,365.0,Other,Mix color,Spayed Female,372.0,Alive,2,2014,2,2014,2,2013,7.0,No,Healthy
A800553,Austin,Stray,Pregnant,Dog,Intact Female,303.0,Other,Mix color,Intact Female,305.0,Alive,7,2019,7,2019,9,2018,2.0,Yes,Healthy
A774455,Austin,Wildlife,Normal,Other,Unknown,365.0,Other,Brown,Unknown,365.0,Death,6,2018,6,2018,6,2017,0.0,Unknown,Healthy
A705809,Valle,Stray,Normal,Dog,Intact Female,79.0,Labrador Retriever Mix,Mix color,Spayed Female,83.0,Alive,6,2015,6,2015,4,2015,4.0,No,Healthy
A755187,Austin,Public Assist,Normal,Dog,Intact Male,1887.0,Pit Bull Mix,Mix color,Neutered Male,2007.0,Alive,9,2017,1,2018,7,2012,120.0,No,Healthy
A740383,Austin,Stray,Normal,Cat,Neutered Male,366.0,Domestic Shorthair Mix,Mix color,Neutered Male,370.0,Alive,12,2016,12,2016,12,2015,4.0,No,Healthy
A707119,Austin,Stray,Normal,Dog,Intact Male,730.0,Pit Bull Mix,Mix color,Neutered Male,794.0,Alive,7,2015,9,2015,7,2013,64.0,No,Healthy
A733280,Austin,Stray,Normal,Dog,Intact Female,731.0,Other,Mix color,Intact Female,738.0,Alive,8,2016,8,2016,8,2014,7.0,Yes,Healthy
A747712,Austin,Stray,Normal,Cat,Intact Female,31.0,Domestic Shorthair Mix,Black,Intact Female,33.0,Alive,4,2017,4,2017,3,2017,2.0,Yes,Healthy
A776978,Austin,Stray,Normal,Cat,Intact Female,47.0,Domestic Shorthair Mix,Mix color,Spayed Female,92.0,Alive,7,2018,9,2018,6,2018,45.0,No,Healthy
A800068,Austin,Stray,Normal,Cat,Intact Female,43.0,Domestic Shorthair,Tabby,Intact Female,49.0,Alive,7,2019,7,2019,6,2019,6.0,Yes,Healthy
A720994,Austin,Owner Surrender,Normal,Dog,Intact Male,3287.0,Chihuahua Shorthair Mix,Mix color,Neutered Male,3330.0,Alive,2,2016,4,2016,2,2007,43.0,No,Healthy
A805686,Austin,Owner Surrender,Normal,Cat,Intact Female,182.0,Domestic Shorthair,Blue,Spayed Female,214.0,Alive,9,2019,11,2019,4,2019,32.0,No,Healthy
A793108,Austin,Stray,Normal,Cat,Neutered Male,136.0,Domestic Shorthair Mix,Mix color,Neutered Male,144.0,Alive,4,2019,4,2019,12,2018,8.0,No,Healthy
A787760,Austin,Owner Surrender,Other,Cat,Intact Female,730.0,Siamese Mix,Point,Spayed Female,752.0,Alive,1,2019,2,2019,1,2017,22.0,No,Healthy
A641222,Austin,Stray,Normal,Cat,Neutered Male,1432.0,Domestic Medium Hair Mix,Black,Neutered Male,1459.0,Alive,10,2013,11,2013,11,2009,27.0,No,Healthy
A703270,Austin,Stray,Normal,Cat,Unknown,22.0,Domestic Shorthair Mix,Mix color,Unknown,22.0,Alive,5,2015,5,2015,4,2015,0.0,Unknown,Healthy
A712298,Austin,Stray,Normal,Cat,Intact Female,2556.0,Domestic Shorthair Mix,Black,Intact Female,2557.0,Alive,9,2015,9,2015,9,2008,1.0,Yes,Healthy
A682831,Austin,Stray,Normal,Cat,Intact Female,22.0,Domestic Shorthair Mix,Black,Intact Female,69.0,Alive,7,2014,8,2014,6,2014,47.0,Yes,Healthy
A662171,Pflugerville,Stray,Normal,Dog,Spayed Female,2151.0,Other,Mix color,Spayed Female,2152.0,Alive,12,2017,12,2017,2,2012,1.0,No,Healthy
A726736,Austin,Owner Surrender,Normal,Dog,Spayed Female,1827.0,Pit Bull Mix,Mix color,Spayed Female,1829.0,Alive,5,2016,5,2016,5,2011,2.0,No,Healthy
A793425,Austin,Owner Surrender,Normal,Dog,Neutered Male,1461.0,Other,Mix color,Neutered Male,1484.0,Alive,4,2019,5,2019,4,2015,23.0,No,Healthy
A749520,Austin,Stray,Normal,Cat,Intact Female,1.0,Domestic Shorthair Mix,Mix color,Intact Female,29.0,Death,5,2017,6,2017,5,2017,28.0,Yes,Healthy
A773230,Manor,Stray,Normal,Dog,Intact Female,2.0,Other,Mix color,Intact Female,52.0,Alive,5,2018,7,2018,5,2018,50.0,Yes,Healthy
A657764,Austin,Owner Surrender,Normal,Dog,Spayed Female,531.0,Pit Bull Mix,Mix color,Spayed Female,555.0,Death,12,2013,1,2014,7,2012,24.0,No,Healthy
A783643,Austin,Stray,Normal,Cat,Intact Male,25.0,Domestic Shorthair Mix,Mix color,Intact Male,35.0,Alive,11,2018,11,2018,10,2018,10.0,Yes,Healthy
A759207,Austin,Stray,Normal,Dog,Intact Female,365.0,Labrador Retriever Mix,Mix color,Spayed Female,376.0,Alive,9,2017,10,2017,9,2016,11.0,No,Healthy
A667969,Austin,Stray,Normal,Dog,Intact Female,167.0,Other,Tan,Intact Female,171.0,Alive,11,2013,11,2013,6,2013,4.0,Yes,Healthy
A746575,Austin,Owner Surrender,Normal,Dog,Intact Male,548.0,Other,Brindle,Neutered Male,604.0,Alive,4,2017,5,2017,10,2015,56.0,No,Healthy
A734250,Austin,Public Assist,Normal,Other,Intact Female,244.0,Other,Black,Intact Female,252.0,Alive,9,2016,9,2016,1,2016,8.0,Yes,Healthy
A771788,Manor,Owner Surrender,Nursing,Other,Unknown,2.0,Other,White,Unknown,2.0,Alive,5,2018,5,2018,5,2018,0.0,Unknown,Healthy
A697000,Austin,Stray,Normal,Dog,Neutered Male,2191.0,Other,Mix color,Neutered Male,2191.0,Alive,2,2015,2,2015,2,2009,0.0,No,Healthy
A795759,Austin,Stray,Sick,Dog,Intact Female,76.0,Other,Mix color,Intact Female,77.0,Death,5,2019,5,2019,3,2019,1.0,Yes,Unhealthy
