Animal ID,Found Location,Intake Type,Intake Condition,Animal Type_Intake,Sex upon Intake,Age upon Intake,Breed_Intake,Color_Intake,Sex upon Outcome,Age upon Outcome,binary_outcome,DateTime_Intake_month,DateTime_Intake_year,DateTime_Outcome_month,DateTime_Outcome_year,Date of Birth_month,Date of Birth_year,Day_in_shelter,Reproduction_ability,health_Situation
A671526,Austin,Owner Surrender,Normal,Dog,Spayed Female,3573.5499999999965,Labrador Retriever Mix,Yellow,Spayed Female,3575.6999999999966,Alive,1,2014,2,2014,1,2002,2.150000000000091,No,Healthy
A701364,Austin,Owner Surrender,Normal,Cat,Spayed Female,1461.0,Domestic Shorthair Mix,Mix color,Spayed Female,1470.0,Alive,4,2015,5,2015,4,2011,9.0,No,Healthy
A748580,Austin,Stray,Nursing,Cat,Intact Female,15.0,Domestic Shorthair Mix,Tabby,Intact Female,15.0,Alive,5,2017,5,2017,4,2017,0.0,Yes,Healthy
A796600,Austin,Stray,Normal,Cat,Intact Female,31.0,Domestic Shorthair Mix,Mix color,Intact Female,58.0,Alive,6,2019,6,2019,5,2019,27.0,Yes,Healthy
A708271,Austin,Stray,Nursing,Cat,Unknown,7.0,Domestic Shorthair Mix,Tabby,Unknown,7.0,Alive,7,2015,7,2015,7,2015,0.0,Unknown,Healthy
A744766,Austin,Wildlife,Nursing,Other,Unknown,9.0,Other,Other,Unknown,9.0,Death,3,2017,3,2017,2,2017,0.0,Unknown,Healthy
A741813,Manor,Stray,Normal,Dog,Intact Male,366.0,Labrador Retriever Mix,Mix color,Neutered Male,372.0,Alive,1,2017,1,2017,1,2016,6.0,No,Healthy
A679618,Austin,Stray,Normal,Other,Unknown,151.0,Other,Brown,Unknown,155.0,Alive,5,2014,5,2014,12,2013,4.0,Unknown,Healthy
A728434,Travis,Stray,Normal,Dog,Intact Male,183.0,Other,Other,Neutered Male,190.0,Alive,6,2016,6,2016,12,2015,7.0,No,Healthy
A746506,Austin,Stray,Normal,Dog,Intact Male,304.0,Chihuahua Shorthair Mix,Mix color,Intact Male,305.0,Alive,4,2017,4,2017,6,2016,1.0,Yes,Healthy
A763112,Austin,Owner Surrender,Normal,Dog,Spayed Female,3573.5499999999965,Labrador Retriever Mix,Mix color,Spayed Female,3575.6999999999966,Alive,12,2017,6,2018,12,2007,2.150000000000091,No,Healthy
A753723,Austin,Wildlife,Nursing,Other,Unknown,30.0,Other,Mix color,Unknown,30.0,Alive,7,2017,7,2017,6,2017,0.0,Unknown,Healthy
A730904,Austin,Stray,Normal,Cat,Spayed Female,731.0,Domestic Shorthair Mix,Tabby,Spayed Female,818.0,Alive,7,2016,10,2016,7,2014,87.0,No,Healthy
A738263,Austin,Public Assist,Normal,Dog,Intact Male,1461.0,Pit Bull Mix,Mix color,Neutered Male,1471.0,Alive,11,2016,11,2016,11,2012,10.0,No,Healthy
A778965,Austin,Stray,Normal,Cat,Intact Male,21.0,Domestic Shorthair,Mix color,Intact Male,21.0,Alive,8,2018,8,2018,8,2018,0.0,Yes,Healthy
A742251,Austin,Stray,Normal,Dog,Intact Female,61.0,Other,Mix color,Intact Female,61.0,Alive,1,2017,1,2017,11,2016,0.0,Yes,Healthy
A696799,Austin,Stray,Normal,Dog,Intact Female,1096.0,Chihuahua Shorthair Mix,Tricolor,Spayed Female,1102.0,Alive,2,2015,2,2015,2,2012,6.0,No,Healthy
A700051,Austin,Stray,Nursing,Cat,Unknown,0.0,Domestic Shorthair Mix,Tabby,Unknown,3.0,Alive,4,2015,4,2015,4,2015,3.0,Unknown,Healthy
A723531,Austin,Public Assist,Normal,Cat,Intact Female,171.0,Domestic Shorthair Mix,Black,Spayed Female,186.0,Alive,4,2016,4,2016,10,2015,15.0,No,Healthy
A685911,Austin,Stray,Normal,Dog,Intact Male,730.0,Pit Bull Mix,Mix color,Intact Male,730.0,Alive,8,2014,8,2014,8,2012,0.0,Yes,Healthy
A694323,Austin,Stray,Normal,Dog,Intact Male,44.0,Labrador Retriever Mix,Other,Neutered Male,57.0,Alive,12,2014,1,2015,11,2014,13.0,No,Healthy
A682375,Austin,Stray,Normal,Dog,Intact Female,2015.0,Chihuahua Shorthair Mix,Tan,Spayed Female,2031.0,Alive,1,2015,1,2015,6,2009,16.0,No,Healthy
A756990,Austin,Stray,Normal,Cat,Intact Male,15.0,Domestic Shorthair Mix,Tabby,Intact Male,15.0,Alive,8,2017,8,2017,8,2017,0.0,Yes,Healthy
A738964,Austin,Stray,Normal,Cat,Intact Male,92.0,Other,Black,Intact Male,94.0,Alive,11,2016,11,2016,8,2016,2.0,Yes,Healthy
A789735,Austin,Stray,Normal,Dog,Intact Female,549.0,Other,Mix color,Spayed Female,558.0,Alive,2,2019,3,2019,8,2017,9.0,No,Healthy
A806569,Austin,Stray,Normal,Cat,Intact Male,40.0,Domestic Shorthair,Tabby,Neutered Male,137.0,Alive,10,2019,1,2020,9,2019,97.0,No,Healthy
A672012,Austin,Stray,Normal,Dog,Intact Male,365.0,Other,Mix color,Neutered Male,376.0,Alive,2,2014,2,2014,2,2013,11.0,No,Healthy
A778989,Austin,Owner Surrender,Normal,Dog,Intact Male,1461.0,Other,Mix color,Intact Male,1462.0,Alive,8,2018,8,2018,8,2014,1.0,Yes,Healthy
A789237,Austin,Owner Surrender,Normal,Cat,Intact Female,184.0,Domestic Shorthair Mix,Calico,Spayed Female,194.0,Alive,2,2019,2,2019,8,2018,10.0,No,Healthy
A665309,Austin,Owner Surrender,Normal,Dog,Neutered Male,1844.0,Other,Mix color,Neutered Male,1857.0,Alive,11,2013,11,2013,10,2008,13.0,No,Healthy
A753779,Austin,Stray,Normal,Dog,Intact Female,61.0,German Shepherd Mix,Brown,Spayed Female,65.0,Alive,7,2017,7,2017,5,2017,4.0,No,Healthy
A701871,Austin,Stray,Normal,Bird,Intact Male,365.0,Other,Mix color,Intact Male,369.0,Alive,5,2015,5,2015,5,2014,4.0,Yes,Healthy
A688153,Austin,Owner Surrender,Normal,Cat,Intact Female,212.0,Domestic Medium Hair Mix,Mix color,Spayed Female,220.0,Alive,9,2014,9,2014,2,2014,8.0,No,Healthy
A712738,Austin,Stray,Normal,Dog,Neutered Male,744.0,Other,Mix color,Neutered Male,753.0,Alive,10,2015,10,2015,9,2013,9.0,No,Healthy
A681423,Austin,Owner Surrender,Normal,Cat,Intact Male,22.0,Other,Tabby,Intact Male,22.0,Alive,6,2014,6,2014,5,2014,0.0,Yes,Healthy
A786801,Austin,Stray,Normal,Dog,Intact Male,1096.0,Pit Bull Mix,Mix color,Intact Male,1102.0,Alive,1,2019,1,2019,1,2016,6.0,Yes,Healthy
A683920,Austin,Stray,Injured,Dog,Intact Female,730.0,Chihuahua Shorthair Mix,Black,Intact Female,734.0,Death,7,2014,7,2014,7,2012,4.0,Yes,Unhealthy
A700278,Austin,Stray,Normal,Dog,Intact Male,39.0,Other,Mix color,Neutered Male,60.0,Alive,4,2015,5,2015,3,2015,21.0,No,Healthy
A810902,Manor,Owner Surrender,Normal,Dog,Intact Female,76.0,Other,Mix color,Spayed Female,82.0,Alive,12,2019,12,2019,10,2019,6.0,No,Healthy
A727333,Austin,Stray,Normal,Cat,Intact Female,13.0,Domestic Shorthair Mix,Mix color,Spayed Female,104.0,Alive,5,2016,8,2016,5,2016,91.0,No,Healthy
A694250,Austin,Stray,Injured,Cat,Intact Female,183.0,Domestic Shorthair Mix,Mix color,Intact Female,183.0,Death,12,2014,12,2014,6,2014,0.0,Yes,Unhealthy
A769870,Austin,Stray,Normal,Dog,Intact Male,117.0,Chihuahua Shorthair Mix,Mix color,Neutered Male,121.0,Alive,4,2018,4,2018,12,2017,4.0,No,Healthy
A714040,Austin,Stray,Normal,Dog,Intact Female,730.0,Chihuahua Shorthair Mix,Tricolor,Spayed Female,735.0,Alive,10,2015,10,2015,10,2013,5.0,No,Healthy
A729157,Austin,Stray,Normal,Cat,Intact Male,61.0,Domestic Shorthair Mix,Mix color,Neutered Male,65.0,Alive,6,2016,6,2016,4,2016,4.0,No,Healthy
A752972,Travis,Stray,Normal,Cat,Intact Female,76.0,Domestic Shorthair Mix,Tortie,Spayed Female,87.0,Alive,6,2017,7,2017,4,2017,11.0,No,Healthy
A691836,Austin,Public Assist,Normal,Dog,Intact Female,1096.0,Chihuahua Shorthair Mix,Mix color,Spayed Female,1106.0,Alive,11,2014,11,2014,11,2011,10.0,No,Healthy
A751802,Austin,Stray,Normal,Dog,Intact Male,731.0,Other,Tricolor,Neutered Male,735.0,Alive,6,2017,6,2017,6,2015,4.0,No,Healthy
A780963,Austin,Stray,Injured,Dog,Intact Female,1826.0,Chihuahua Shorthair Mix,Red,Intact Female,1831.0,Alive,9,2018,9,2018,9,2013,5.0,Yes,Unhealthy
A719666,Austin,Stray,Normal,Dog,Intact Male,184.0,Other,Mix color,Neutered Male,190.0,Alive,1,2016,1,2016,7,2015,6.0,No,Healthy
A685489,Austin,Stray,Normal,Cat,Unknown,243.0,Domestic Shorthair Mix,Mix color,Unknown,244.0,Alive,8,2014,8,2014,12,2013,1.0,Unknown,Healthy
A773981,Austin,Stray,Normal,Cat,Intact Female,31.0,Domestic Shorthair Mix,Blue,Intact Female,35.0,Alive,6,2018,6,2018,5,2018,4.0,Yes,Healthy
A775052,Austin,Stray,Normal,Cat,Intact Female,61.0,Other,Mix color,Spayed Female,120.0,Alive,6,2018,8,2018,4,2018,59.0,No,Healthy
A786419,Travis,Stray,Normal,Dog,Intact Female,303.0,Other,Mix color,Spayed Female,309.0,Alive,12,2018,12,2018,2,2018,6.0,No,Healthy
A670658,Valle,Stray,Normal,Dog,Intact Male,61.0,Other,Mix color,Intact Male,69.0,Alive,1,2014,1,2014,11,2013,8.0,Yes,Healthy
A714473,Pflugerville,Stray,Feral,Cat,Intact Male,53.0,Domestic Shorthair Mix,Mix color,Neutered Male,111.0,Alive,10,2015,12,2015,8,2015,58.0,No,Healthy
A768697,Austin,Wildlife,Normal,Other,Unknown,365.0,Other,Mix color,Unknown,365.0,Death,3,2018,3,2018,3,2017,0.0,Unknown,Healthy
A799411,Austin,Owner Surrender,Normal,Cat,Intact Female,30.0,Domestic Shorthair,Tortie,Intact Female,30.0,Alive,7,2019,7,2019,6,2019,0.0,Yes,Healthy
A703389,Austin,Stray,Normal,Dog,Intact Male,104.0,Labrador Retriever Mix,Mix color,Neutered Male,135.0,Alive,5,2015,6,2015,2,2015,31.0,No,Healthy
A702034,Austin,Stray,Injured,Dog,Intact Male,365.0,Other,Red,Neutered Male,406.0,Alive,5,2015,6,2015,5,2014,41.0,No,Unhealthy
A689766,Austin,Stray,Normal,Cat,Intact Male,79.0,Domestic Shorthair Mix,Mix color,Neutered Male,83.0,Alive,10,2014,10,2014,7,2014,4.0,No,Healthy
A792309,Austin,Stray,Normal,Cat,Intact Female,13.0,Domestic Shorthair Mix,Mix color,Intact Female,13.0,Alive,4,2019,4,2019,3,2019,0.0,Yes,Healthy
A747109,Austin,Public Assist,Normal,Dog,Neutered Male,1532.0,Pit Bull Mix,Brindle,Neutered Male,1541.0,Alive,4,2017,4,2017,2,2013,9.0,No,Healthy
A716954,Travis,Stray,Nursing,Dog,Intact Female,1095.0,Other,Mix color,Intact Female,1103.0,Alive,11,2015,12,2015,11,2012,8.0,Yes,Healthy
A758932,Austin,Stray,Normal,Cat,Intact Male,134.0,Other,Black,Intact Male,142.0,Alive,9,2017,10,2017,5,2017,8.0,Yes,Healthy
A738236,Austin,Stray,Normal,Cat,Intact Male,305.0,Domestic Shorthair Mix,Black,Intact Male,306.0,Alive,11,2016,11,2016,1,2016,1.0,Yes,Healthy
A748070,Austin,Stray,Sick,Cat,Intact Male,15.0,Domestic Shorthair Mix,Tabby,Intact Male,15.0,Alive,4,2017,4,2017,4,2017,0.0,Yes,Unhealthy
A710494,Austin,Stray,Normal,Dog,Intact Male,365.0,Labrador Retriever Mix,Black,Intact Male,369.0,Alive,8,2015,8,2015,8,2014,4.0,Yes,Healthy
A664354,Manor,Stray,Normal,Dog,Intact Male,548.0,Other,Mix color,Neutered Male,566.0,Alive,10,2013,10,2013,4,2012,18.0,No,Healthy
A657188,Austin,Owner Surrender,Normal,Cat,Neutered Male,3573.5499999999965,Domestic Shorthair Mix,Mix color,Neutered Male,3575.6999999999966,Alive,11,2013,10,2013,6,1999,2.150000000000091,No,Healthy
A672955,Austin,Public Assist,Normal,Dog,Intact Male,1461.0,Other,Mix color,Neutered Male,1480.0,Alive,2,2014,3,2014,2,2010,19.0,No,Healthy
A730989,Austin,Stray,Normal,Cat,Intact Female,22.0,Other,Calico,Intact Female,25.0,Alive,7,2016,7,2016,6,2016,3.0,Yes,Healthy
A789161,Austin,Wildlife,Normal,Other,Unknown,365.0,Bat Mix,Brown,Unknown,367.0,Death,2,2019,2,2019,2,2018,2.0,Unknown,Healthy
A679856,Austin,Owner Surrender,Normal,Dog,Spayed Female,281.0,Other,Mix color,Spayed Female,281.0,Alive,7,2014,7,2014,9,2013,0.0,No,Healthy
A733106,Austin,Public Assist,Normal,Dog,Intact Male,731.0,Pit Bull Mix,Mix color,Neutered Male,821.0,Alive,8,2016,11,2016,8,2014,90.0,No,Healthy
A651130,Austin,Stray,Normal,Dog,Neutered Male,793.0,Other,Mix color,Neutered Male,799.0,Alive,8,2014,8,2014,6,2012,6.0,No,Healthy
A790436,Austin,Wildlife,Sick,Other,Unknown,730.0,Other,Red,Unknown,730.0,Death,3,2019,3,2019,3,2017,0.0,Unknown,Unhealthy
A780322,Manor,Stray,Normal,Dog,Intact Male,341.0,Other,White,Neutered Male,357.0,Alive,10,2018,11,2018,11,2017,16.0,No,Healthy
A687257,Austin,Owner Surrender,Normal,Cat,Spayed Female,2191.0,Domestic Shorthair Mix,Tabby,Spayed Female,2207.0,Alive,9,2014,9,2014,9,2008,16.0,No,Healthy
A679394,Austin,Stray,Normal,Cat,Intact Female,45.0,Domestic Medium Hair Mix,Tabby,Spayed Female,71.0,Alive,5,2014,6,2014,4,2014,26.0,No,Healthy
A682179,Valle,Stray,Normal,Dog,Intact Male,61.0,Chihuahua Shorthair Mix,Other,Neutered Male,65.0,Alive,6,2014,6,2014,4,2014,4.0,No,Healthy
A680365,Austin,Stray,Injured,Dog,Intact Male,1096.0,Labrador Retriever Mix,Black,Neutered Male,1147.0,Alive,6,2014,7,2014,6,2011,51.0,No,Unhealthy
A674035,Travis,Stray,Normal,Dog,Intact Female,730.0,Other,Mix color,Spayed Female,735.0,Alive,3,2014,3,2014,3,2012,5.0,No,Healthy
A696115,Pflugerville,Stray,Normal,Cat,Neutered Male,275.0,Domestic Shorthair Mix,Tabby,Neutered Male,281.0,Alive,1,2015,2,2015,4,2014,6.0,No,Healthy
A809894,Austin,Stray,Sick,Dog,Intact Female,3573.5499999999965,Pit Bull Mix,Mix color,Spayed Female,3575.6999999999966,Alive,12,2019,1,2020,12,2009,2.150000000000091,No,Unhealthy
A706837,Austin,Owner Surrender,Normal,Other,Intact Female,760.0,Other,Mix color,Intact Female,763.0,Alive,7,2015,7,2015,6,2013,3.0,Yes,Healthy
A705721,Austin,Stray,Normal,Cat,Intact Male,46.0,Domestic Shorthair Mix,Mix color,Neutered Male,83.0,Alive,6,2015,7,2015,5,2015,37.0,No,Healthy
A666585,Austin,Stray,Normal,Cat,Spayed Female,365.0,Domestic Shorthair Mix,Tabby,Spayed Female,366.0,Alive,11,2013,11,2013,11,2012,1.0,No,Healthy
A760666,Pflugerville,Stray,Normal,Cat,Spayed Female,3573.5499999999965,Domestic Medium Hair Mix,Calico,Spayed Female,3575.6999999999966,Alive,10,2017,10,2017,10,2004,2.150000000000091,No,Healthy
A744114,Austin,Stray,Normal,Dog,Spayed Female,306.0,Labrador Retriever Mix,Yellow,Spayed Female,309.0,Alive,2,2017,2,2017,4,2016,3.0,No,Healthy
A675771,Austin,Stray,Normal,Dog,Intact Female,304.0,Other,Other,Intact Female,312.0,Alive,4,2014,4,2014,6,2013,8.0,Yes,Healthy
A651615,Austin,Owner Surrender,Normal,Dog,Neutered Male,1816.0,Other,Cream,Neutered Male,1825.0,Alive,4,2015,4,2015,4,2010,9.0,No,Healthy
A800877,Austin,Stray,Normal,Cat,Intact Male,24.0,Domestic Shorthair Mix,Tabby,Intact Male,30.0,Alive,7,2019,8,2019,7,2019,6.0,Yes,Healthy
A532549,Austin,Public Assist,Normal,Dog,Neutered Male,3573.5499999999965,Other,Mix color,Neutered Male,3575.6999999999966,Alive,8,2018,9,2018,8,2005,2.150000000000091,No,Healthy
A718305,Austin,Stray,Normal,Cat,Intact Female,300.0,Domestic Shorthair Mix,Tortie,Spayed Female,303.0,Alive,12,2015,12,2015,3,2015,3.0,No,Healthy
A791782,Austin,Stray,Normal,Cat,Intact Male,365.0,Domestic Shorthair Mix,Tabby,Intact Male,368.0,Alive,3,2019,4,2019,3,2018,3.0,Yes,Healthy
